TIMESTAMP,ADJUSTED_CLOSE_PRICE_USD,OPEN_PRICE_USD,LOW_PRICE_USD,VOLUME_USD,HIGH_PRICE_USD,CLOSE_PRICE_USD
2021-08-02 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,847932,9.999999974752427e-07,9.999999974752427e-07
2021-08-03 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,665921,9.999999974752427e-07,9.999999974752427e-07
2021-08-04 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2028103,9.999999974752427e-07,9.999999974752427e-07
2021-08-05 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1439168,9.999999974752427e-07,9.999999974752427e-07
2021-08-06 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3279135,1.999999994950485e-06,9.999999974752427e-07
2021-08-07 00:00:00,1.999999994950485e-06,9.999999974752427e-07,9.999999974752427e-07,7431107,1.999999994950485e-06,1.999999994950485e-06
2021-08-08 00:00:00,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07,5561234,1.999999994950485e-06,1.999999994950485e-06
2021-08-09 00:00:00,9.999999974752427e-07,1.999999994950485e-06,9.999999974752427e-07,2336874,1.999999994950485e-06,9.999999974752427e-07
2021-08-10 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,602573,1.999999994950485e-06,9.999999974752427e-07
2021-08-11 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1603585,1.999999994950485e-06,9.999999974752427e-07
2021-08-12 00:00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,983206,1.999999994950485e-06,9.999999974752427e-07
2021-08-13 00:00:00,1.999999994950485e-06,9.999999974752427e-07,9.999999974752427e-07,2376901,1.999999994950485e-06,1.999999994950485e-06
2021-08-14 00:00:00,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07,2564283,1.999999994950485e-06,1.999999994950485e-06
2021-08-15 00:00:00,3.000000106112566e-06,1.999999994950485e-06,1.999999994950485e-06,4814406,3.000000106112566e-06,3.000000106112566e-06
2021-08-16 00:00:00,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06,3523480,3.000000106112566e-06,1.999999994950485e-06
2021-08-17 00:00:00,3.000000106112566e-06,1.999999994950485e-06,1.999999994950485e-06,6179469,3.000000106112566e-06,3.000000106112566e-06
2021-08-18 00:00:00,3.000000106112566e-06,3.000000106112566e-06,1.999999994950485e-06,5411497,3.000000106112566e-06,3.000000106112566e-06
2021-08-19 00:00:00,3.000000106112566e-06,3.000000106112566e-06,1.999999994950485e-06,5312527,3.000000106112566e-06,3.000000106112566e-06
2021-08-20 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,4037824,3.000000106112566e-06,3.000000106112566e-06
2021-08-21 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,5614762,3.000000106112566e-06,3.000000106112566e-06
2021-08-22 00:00:00,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,8834200,3.999999989900971e-06,3.999999989900971e-06
2021-08-23 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,21550762,6.000000212225132e-06,3.999999989900971e-06
2021-08-24 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,7609089,4.999999873689376e-06,3.999999989900971e-06
2021-08-25 00:00:00,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,11362703,6.000000212225132e-06,6.000000212225132e-06
2021-08-26 00:00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,7465634,6.000000212225132e-06,4.999999873689376e-06
2021-08-27 00:00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4412181,6.000000212225132e-06,4.999999873689376e-06
2021-08-28 00:00:00,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,11813266,7.000000096013537e-06,7.000000096013537e-06
2021-08-29 00:00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,8214126,7.000000096013537e-06,4.999999873689376e-06
2021-08-30 00:00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,6513965,6.000000212225132e-06,4.999999873689376e-06
2021-08-31 00:00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,8923081,4.999999873689376e-06,4.999999873689376e-06
2021-09-01 00:00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,2833834,4.999999873689376e-06,4.999999873689376e-06
2021-09-02 00:00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4563980,4.999999873689376e-06,3.999999989900971e-06
2021-09-03 00:00:00,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,5464060,6.000000212225132e-06,4.999999873689376e-06
2021-09-04 00:00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,6505836,4.999999873689376e-06,3.999999989900971e-06
2021-09-05 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1530715,4.999999873689376e-06,3.999999989900971e-06
2021-09-06 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,2358885,3.999999989900971e-06,3.999999989900971e-06
2021-09-07 00:00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,8508920,3.999999989900971e-06,3.000000106112566e-06
2021-09-08 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,5843207,3.999999989900971e-06,3.000000106112566e-06
2021-09-09 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1756283,3.000000106112566e-06,3.000000106112566e-06
2021-09-10 00:00:00,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06,2422797,3.000000106112566e-06,1.999999994950485e-06
2021-09-11 00:00:00,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06,2710625,3.000000106112566e-06,1.999999994950485e-06
2021-09-12 00:00:00,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06,1965734,1.999999994950485e-06,1.999999994950485e-06
2021-09-13 00:00:00,3.000000106112566e-06,1.999999994950485e-06,1.999999994950485e-06,4592272,3.999999989900971e-06,3.000000106112566e-06
2021-09-14 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1677281,3.000000106112566e-06,3.000000106112566e-06
2021-09-15 00:00:00,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,4626664,3.999999989900971e-06,3.999999989900971e-06
2021-09-16 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1697865,3.999999989900971e-06,3.999999989900971e-06
2021-09-17 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3206940,3.999999989900971e-06,3.999999989900971e-06
2021-09-18 00:00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1145632,3.999999989900971e-06,3.999999989900971e-06
2021-09-19 00:00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,1895787,3.999999989900971e-06,3.000000106112566e-06
2021-09-20 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,2461988,3.000000106112566e-06,3.000000106112566e-06
2021-09-21 00:00:00,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06,1766603,3.000000106112566e-06,1.999999994950485e-06
2021-09-22 00:00:00,3.000000106112566e-06,1.999999994950485e-06,1.999999994950485e-06,1370912,3.000000106112566e-06,3.000000106112566e-06
2021-09-23 00:00:00,3.000000106112566e-06,3.000000106112566e-06,1.999999994950485e-06,1275415,3.000000106112566e-06,3.000000106112566e-06
2021-09-24 00:00:00,3.000000106112566e-06,3.000000106112566e-06,1.999999994950485e-06,2729283,3.000000106112566e-06,3.000000106112566e-06
2021-09-25 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3087631,3.000000106112566e-06,3.000000106112566e-06
2021-09-26 00:00:00,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,2941670,3.999999989900971e-06,3.999999989900971e-06
2021-09-27 00:00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,1153013,3.999999989900971e-06,3.000000106112566e-06
2021-09-28 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,2025621,3.000000106112566e-06,3.000000106112566e-06
2021-09-29 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,2781005,3.000000106112566e-06,3.000000106112566e-06
2021-09-30 00:00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,693951,3.000000106112566e-06,3.000000106112566e-06
2021-10-01 00:00:00,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,2134506,3.999999989900971e-06,3.999999989900971e-06
2021-10-02 00:00:00,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,4801087,6.000000212225132e-06,6.000000212225132e-06
2021-10-03 00:00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4048710,7.000000096013537e-06,6.000000212225132e-06
2021-10-04 00:00:00,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,6391608,7.999999979801942e-06,7.000000096013537e-06
2021-10-05 00:00:00,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,4285646,7.999999979801942e-06,7.999999979801942e-06
2021-10-06 00:00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,2772812,9.000000318337698e-06,7.000000096013537e-06
2021-10-07 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,1672043,7.000000096013537e-06,7.000000096013537e-06
2021-10-08 00:00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,2147033,7.000000096013537e-06,6.000000212225132e-06
2021-10-09 00:00:00,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,2153448,7.000000096013537e-06,7.000000096013537e-06
2021-10-10 00:00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,1109068,7.000000096013537e-06,6.000000212225132e-06
2021-10-11 00:00:00,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,1605627,7.000000096013537e-06,7.000000096013537e-06
2021-10-12 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,2006254,7.999999979801942e-06,7.000000096013537e-06
2021-10-13 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,1157140,7.000000096013537e-06,7.000000096013537e-06
2021-10-14 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,985526,7.000000096013537e-06,7.000000096013537e-06
2021-10-15 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,1389290,7.000000096013537e-06,7.000000096013537e-06
2021-10-16 00:00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,979276,7.000000096013537e-06,7.000000096013537e-06
2021-10-17 00:00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,728398,7.000000096013537e-06,6.000000212225132e-06
2021-10-18 00:00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,2142775,7.000000096013537e-06,6.000000212225132e-06
2021-10-19 00:00:00,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,2880552,7.000000096013537e-06,7.000000096013537e-06
2021-10-20 00:00:00,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,3354858,9.000000318337698e-06,7.999999979801942e-06
2021-10-21 00:00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,3614954,9.000000318337698e-06,7.999999979801942e-06
2021-10-22 00:00:00,1.1000000085914508e-05,7.999999979801942e-06,7.999999979801942e-06,4929502,1.1000000085914508e-05,1.1000000085914508e-05
2021-10-23 00:00:00,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,6701536,1.2999999853491316e-05,1.2000000424450263e-05
2021-10-24 00:00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,4804583,1.2000000424450263e-05,1.1000000085914508e-05
2021-10-25 00:00:00,1.4000000192027072e-05,1.1000000085914508e-05,1.1000000085914508e-05,5039627,1.4000000192027072e-05,1.4000000192027072e-05
2021-10-26 00:00:00,1.2000000424450263e-05,1.4000000192027072e-05,9.999999747378752e-06,9628561,1.4000000192027072e-05,1.2000000424450263e-05
2021-10-27 00:00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,3155699,1.2999999853491316e-05,1.1000000085914508e-05
2021-10-28 00:00:00,1.700000029813964e-05,1.1000000085914508e-05,1.1000000085914508e-05,10931486,1.700000029813964e-05,1.700000029813964e-05
2021-10-29 00:00:00,1.9999999494757503e-05,1.700000029813964e-05,1.4999999621068127e-05,26642824,1.9999999494757503e-05,1.9999999494757503e-05
2021-10-30 00:00:00,2.9000000722589903e-05,1.9999999494757503e-05,1.9999999494757503e-05,36521552,3.400000059627928e-05,2.9000000722589903e-05
2021-10-31 00:00:00,2.999999924213625e-05,2.9000000722589903e-05,2.300000051036477e-05,41589888,3.199999991920777e-05,2.999999924213625e-05
2021-11-01 00:00:00,2.8000000384054147e-05,2.999999924213625e-05,2.5999999706982635e-05,38001883,3.199999991920777e-05,2.8000000384054147e-05
2021-11-02 00:00:00,2.4000000848900527e-05,2.8000000384054147e-05,1.9999999494757503e-05,27718084,2.9000000722589903e-05,2.4000000848900527e-05
2021-11-03 00:00:00,2.200000017182901e-05,2.4000000848900527e-05,2.200000017182901e-05,8089511,2.499999936844688e-05,2.200000017182901e-05
2021-11-04 00:00:00,1.9999999494757503e-05,2.200000017182901e-05,1.8999999156221747e-05,8996790,2.200000017182901e-05,1.9999999494757503e-05
2021-11-05 00:00:00,2.300000051036477e-05,1.9999999494757503e-05,1.9999999494757503e-05,9304746,2.5999999706982635e-05,2.300000051036477e-05
2021-11-06 00:00:00,2.4000000848900527e-05,2.300000051036477e-05,2.099999983329326e-05,6239884,2.4000000848900527e-05,2.4000000848900527e-05
2021-11-07 00:00:00,2.9000000722589903e-05,2.4000000848900527e-05,2.300000051036477e-05,10041574,3.099999958067201e-05,2.9000000722589903e-05
2021-11-08 00:00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,8552662,2.9000000722589903e-05,2.9000000722589903e-05
2021-11-09 00:00:00,2.4000000848900527e-05,2.9000000722589903e-05,2.300000051036477e-05,21027776,2.999999924213625e-05,2.4000000848900527e-05
2021-11-10 00:00:00,2.099999983329326e-05,2.4000000848900527e-05,1.8999999156221747e-05,12454915,2.5999999706982635e-05,2.099999983329326e-05
2021-11-11 00:00:00,2.200000017182901e-05,2.099999983329326e-05,1.9999999494757503e-05,6114032,2.200000017182901e-05,2.200000017182901e-05
2021-11-12 00:00:00,1.9999999494757503e-05,2.200000017182901e-05,1.8999999156221747e-05,7811896,2.300000051036477e-05,1.9999999494757503e-05
2021-11-13 00:00:00,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,6859201,2.200000017182901e-05,2.099999983329326e-05
2021-11-14 00:00:00,2.700000004551839e-05,2.099999983329326e-05,2.099999983329326e-05,14774047,2.700000004551839e-05,2.700000004551839e-05
2021-11-15 00:00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,17212523,2.999999924213625e-05,2.700000004551839e-05
2021-11-16 00:00:00,2.4000000848900527e-05,2.700000004551839e-05,2.099999983329326e-05,16187361,2.700000004551839e-05,2.4000000848900527e-05
2021-11-17 00:00:00,2.300000051036477e-05,2.4000000848900527e-05,2.200000017182901e-05,9133597,3.300000025774352e-05,2.300000051036477e-05
2021-11-18 00:00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,12126952,2.5999999706982635e-05,2.300000051036477e-05
2021-11-19 00:00:00,2.9000000722589903e-05,2.300000051036477e-05,2.300000051036477e-05,22020189,3.300000025774352e-05,2.9000000722589903e-05
2021-11-20 00:00:00,3.700000161188655e-05,2.9000000722589903e-05,2.9000000722589903e-05,33688561,3.700000161188655e-05,3.700000161188655e-05
2021-11-21 00:00:00,3.9999998989515007e-05,3.700000161188655e-05,3.5000000934815034e-05,41967224,4.5000000682193786e-05,3.9999998989515007e-05
2021-11-22 00:00:00,4.099999932805076e-05,3.9999998989515007e-05,3.700000161188655e-05,33470022,4.70000013592653e-05,4.099999932805076e-05
2021-11-23 00:00:00,4.400000034365803e-05,4.099999932805076e-05,3.899999865097925e-05,29547718,4.5000000682193786e-05,4.400000034365803e-05
2021-11-24 00:00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,23985057,5.299999975250103e-05,4.400000034365803e-05
2021-11-25 00:00:00,4.70000013592653e-05,4.8999998398358e-05,4.70000013592653e-05,48964444,5.600000076810829e-05,4.70000013592653e-05
2021-11-26 00:00:00,4.600000102072954e-05,5.299999975250103e-05,3.9999998989515007e-05,37606884,5.299999975250103e-05,4.600000102072954e-05
2021-11-27 00:00:00,4.70000013592653e-05,4.600000102072954e-05,4.5000000682193786e-05,23784409,5.199999941396527e-05,4.70000013592653e-05
2021-11-28 00:00:00,4.400000034365803e-05,4.70000013592653e-05,3.9999998989515007e-05,16705489,4.70000013592653e-05,4.400000034365803e-05
2021-11-29 00:00:00,4.5000000682193786e-05,4.400000034365803e-05,4.400000034365803e-05,14932238,4.8000001697801054e-05,4.5000000682193786e-05
2021-11-30 00:00:00,4.099999932805076e-05,4.5000000682193786e-05,3.899999865097925e-05,16930930,4.600000102072954e-05,4.099999932805076e-05
2021-12-01 00:00:00,3.7999998312443495e-05,4.099999932805076e-05,3.7999998312443495e-05,11605810,4.199999966658652e-05,3.7999998312443495e-05
2021-12-02 00:00:00,3.700000161188655e-05,3.7999998312443495e-05,3.600000127335079e-05,13371174,3.899999865097925e-05,3.700000161188655e-05
2021-12-03 00:00:00,3.300000025774352e-05,3.700000161188655e-05,2.999999924213625e-05,15470238,3.7999998312443495e-05,3.300000025774352e-05
2021-12-04 00:00:00,2.999999924213625e-05,3.300000025774352e-05,2.300000051036477e-05,31435749,3.300000025774352e-05,2.999999924213625e-05
2021-12-05 00:00:00,2.4000000848900527e-05,2.999999924213625e-05,2.4000000848900527e-05,27898823,2.999999924213625e-05,2.4000000848900527e-05
2021-12-06 00:00:00,2.9000000722589903e-05,2.4000000848900527e-05,1.8999999156221747e-05,41207338,2.999999924213625e-05,2.9000000722589903e-05
2021-12-07 00:00:00,3.099999958067201e-05,2.9000000722589903e-05,2.700000004551839e-05,21352058,3.199999991920777e-05,3.099999958067201e-05
2021-12-08 00:00:00,2.5999999706982635e-05,3.099999958067201e-05,2.4000000848900527e-05,22150678,3.099999958067201e-05,2.5999999706982635e-05
2021-12-09 00:00:00,2.200000017182901e-05,2.5999999706982635e-05,2.200000017182901e-05,16409868,2.5999999706982635e-05,2.200000017182901e-05
2021-12-10 00:00:00,2.099999983329326e-05,2.200000017182901e-05,2.099999983329326e-05,11608679,2.300000051036477e-05,2.099999983329326e-05
2021-12-11 00:00:00,2.200000017182901e-05,2.099999983329326e-05,1.8999999156221747e-05,10747254,2.300000051036477e-05,2.200000017182901e-05
2021-12-12 00:00:00,2.499999936844688e-05,2.200000017182901e-05,2.200000017182901e-05,8509036,2.5999999706982635e-05,2.499999936844688e-05
2021-12-13 00:00:00,2.099999983329326e-05,2.499999936844688e-05,1.9999999494757503e-05,9204902,2.499999936844688e-05,2.099999983329326e-05
2021-12-14 00:00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,7825654,2.300000051036477e-05,1.9999999494757503e-05
2021-12-15 00:00:00,2.4000000848900527e-05,2.200000017182901e-05,1.9999999494757503e-05,11503926,2.499999936844688e-05,2.4000000848900527e-05
2021-12-16 00:00:00,3.099999958067201e-05,2.4000000848900527e-05,2.4000000848900527e-05,34903649,3.300000025774352e-05,3.099999958067201e-05
2021-12-17 00:00:00,2.8000000384054147e-05,3.099999958067201e-05,2.499999936844688e-05,46924300,3.199999991920777e-05,2.8000000384054147e-05
2021-12-18 00:00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,29900581,2.999999924213625e-05,2.8000000384054147e-05
2021-12-19 00:00:00,2.499999936844688e-05,2.8000000384054147e-05,2.499999936844688e-05,21723076,2.9000000722589903e-05,2.499999936844688e-05
2021-12-20 00:00:00,2.4000000848900527e-05,2.499999936844688e-05,2.099999983329326e-05,29213077,2.499999936844688e-05,2.4000000848900527e-05
2021-12-21 00:00:00,2.499999936844688e-05,2.4000000848900527e-05,2.300000051036477e-05,15299459,2.5999999706982635e-05,2.499999936844688e-05
2021-12-22 00:00:00,2.499999936844688e-05,2.499999936844688e-05,2.4000000848900527e-05,25084084,2.499999936844688e-05,2.499999936844688e-05
2021-12-23 00:00:00,2.8000000384054147e-05,2.499999936844688e-05,2.4000000848900527e-05,29308938,2.8000000384054147e-05,2.8000000384054147e-05
2021-12-24 00:00:00,2.700000004551839e-05,2.8000000384054147e-05,2.700000004551839e-05,33702387,2.9000000722589903e-05,2.700000004551839e-05
2021-12-25 00:00:00,2.8000000384054147e-05,2.700000004551839e-05,2.700000004551839e-05,19656574,2.8000000384054147e-05,2.8000000384054147e-05
2021-12-26 00:00:00,2.700000004551839e-05,2.8000000384054147e-05,2.5999999706982635e-05,17548151,2.8000000384054147e-05,2.700000004551839e-05
2021-12-27 00:00:00,2.9000000722589903e-05,2.700000004551839e-05,2.700000004551839e-05,32014727,3.099999958067201e-05,2.9000000722589903e-05
2021-12-28 00:00:00,2.5999999706982635e-05,2.9000000722589903e-05,2.499999936844688e-05,26857589,2.9000000722589903e-05,2.5999999706982635e-05
2021-12-29 00:00:00,2.300000051036477e-05,2.5999999706982635e-05,2.300000051036477e-05,12935804,2.5999999706982635e-05,2.300000051036477e-05
2021-12-30 00:00:00,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,13417125,2.4000000848900527e-05,2.4000000848900527e-05
2021-12-31 00:00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,13391030,2.499999936844688e-05,2.4000000848900527e-05
2022-01-01 00:00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,12363180,2.499999936844688e-05,2.4000000848900527e-05
2022-01-02 00:00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,9896328,2.499999936844688e-05,2.4000000848900527e-05
2022-01-03 00:00:00,2.300000051036477e-05,2.4000000848900527e-05,2.200000017182901e-05,9999165,2.499999936844688e-05,2.300000051036477e-05
2022-01-04 00:00:00,2.200000017182901e-05,2.300000051036477e-05,2.200000017182901e-05,11407413,2.300000051036477e-05,2.200000017182901e-05
2022-01-05 00:00:00,1.9999999494757503e-05,2.200000017182901e-05,1.8000000636675395e-05,14609053,2.200000017182901e-05,1.9999999494757503e-05
2022-01-06 00:00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,13881038,1.9999999494757503e-05,1.8999999156221747e-05
2022-01-07 00:00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.4999999621068127e-05,15936027,1.8999999156221747e-05,1.5999999959603883e-05
