TIMESTAMP,BON30611_OPEN_PRICE_USD,BON30611_HIGH_PRICE_USD,BON30611_LOW_PRICE_USD,BON30611_CLOSE_PRICE_USD,BON30611_VOLUME_USD,BON30611_DIVIDENDS_USD,BON30611_STOCK_SPLITS_USD
2025-04-28 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8000000636675395e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.700000029813964e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.9999999494757503e-05,2.2000000171829015e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.099999983329326e-05,2.4000000848900527e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.099999983329326e-05,2.2000000171829015e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,2.2000000171829015e-05,2.5999999706982635e-05,2.099999983329326e-05,2.300000051036477e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.099999983329326e-05,2.4000000848900527e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.8000000636675395e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,2.099999983329326e-05,2.300000051036477e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.700000029813964e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,1.6566824342589825e-05,1.679856541159097e-05,1.595406502019614e-05,1.6555173715460114e-05,0,0.0,0.0
