TIMESTAMP,ADJUSTED_CLOSE_PRICE_USD,LOW_PRICE_USD,VOLUME_USD,CLOSE_PRICE_USD,HIGH_PRICE_USD,OPEN_PRICE_USD
2021-05-21 00:00:00,0.0,0.0,39452408,0.0,0.0,0.0
2021-05-22 00:00:00,0.0,0.0,16480899,0.0,0.0,0.0
2021-05-23 00:00:00,0.0,0.0,17897810,0.0,0.0,0.0
2021-05-24 00:00:00,0.0,0.0,15407290,0.0,0.0,0.0
2021-05-25 00:00:00,0.0,0.0,11557037,0.0,0.0,0.0
2021-05-26 00:00:00,0.0,0.0,10438514,0.0,0.0,0.0
2021-05-27 00:00:00,0.0,0.0,18080560,0.0,0.0,0.0
2021-05-28 00:00:00,0.0,0.0,13640608,0.0,0.0,0.0
2021-05-29 00:00:00,0.0,0.0,13989832,0.0,0.0,0.0
2021-05-30 00:00:00,0.0,0.0,7897783,0.0,0.0,0.0
2021-05-31 00:00:00,0.0,0.0,8809746,0.0,0.0,0.0
2021-06-01 00:00:00,0.0,0.0,8855595,0.0,0.0,0.0
2021-06-02 00:00:00,0.0,0.0,10248586,0.0,0.0,0.0
2021-06-03 00:00:00,0.0,0.0,7724459,0.0,0.0,0.0
2021-06-04 00:00:00,0.0,0.0,6212761,0.0,0.0,0.0
2021-06-05 00:00:00,0.0,0.0,4536567,0.0,0.0,0.0
2021-06-06 00:00:00,0.0,0.0,4000763,0.0,0.0,0.0
2021-06-07 00:00:00,0.0,0.0,4011381,0.0,0.0,0.0
2021-06-08 00:00:00,0.0,0.0,5622724,0.0,0.0,0.0
2021-06-09 00:00:00,0.0,0.0,5218894,0.0,0.0,0.0
2021-06-10 00:00:00,0.0,0.0,1905421,0.0,0.0,0.0
2021-06-11 00:00:00,0.0,0.0,4500369,0.0,0.0,0.0
2021-06-12 00:00:00,0.0,0.0,3348951,0.0,0.0,0.0
2021-06-13 00:00:00,0.0,0.0,3394664,0.0,0.0,0.0
2021-06-14 00:00:00,0.0,0.0,3520797,0.0,0.0,0.0
2021-06-15 00:00:00,0.0,0.0,1953203,0.0,0.0,0.0
2021-06-16 00:00:00,0.0,0.0,1817645,0.0,0.0,0.0
2021-06-17 00:00:00,0.0,0.0,1569725,0.0,0.0,0.0
2021-06-18 00:00:00,0.0,0.0,2219913,0.0,0.0,0.0
2021-06-19 00:00:00,0.0,0.0,2632405,0.0,0.0,0.0
2021-06-20 00:00:00,0.0,0.0,1404551,0.0,0.0,0.0
2021-06-21 00:00:00,0.0,0.0,3155730,0.0,0.0,0.0
2021-06-22 00:00:00,0.0,0.0,3612932,0.0,0.0,0.0
2021-06-23 00:00:00,0.0,0.0,3027448,0.0,0.0,0.0
2021-06-24 00:00:00,0.0,0.0,2639852,0.0,0.0,0.0
2021-06-25 00:00:00,0.0,0.0,3078821,0.0,0.0,0.0
2021-06-26 00:00:00,0.0,0.0,2813992,0.0,0.0,0.0
2021-06-27 00:00:00,0.0,0.0,2040282,0.0,0.0,0.0
2021-06-28 00:00:00,0.0,0.0,1590437,0.0,0.0,0.0
2021-06-29 00:00:00,0.0,0.0,3629959,0.0,0.0,0.0
2021-06-30 00:00:00,0.0,0.0,2204215,0.0,0.0,0.0
2021-07-01 00:00:00,0.0,0.0,1506564,0.0,0.0,0.0
2021-07-02 00:00:00,0.0,0.0,1334525,0.0,0.0,0.0
2021-07-03 00:00:00,0.0,0.0,1833497,0.0,0.0,0.0
2021-07-04 00:00:00,0.0,0.0,1310836,0.0,0.0,0.0
2021-07-05 00:00:00,0.0,0.0,1583794,0.0,0.0,0.0
2021-07-06 00:00:00,0.0,0.0,2436822,0.0,0.0,0.0
2021-07-07 00:00:00,0.0,0.0,1132906,0.0,0.0,0.0
2021-07-08 00:00:00,0.0,0.0,1393921,0.0,0.0,0.0
2021-07-09 00:00:00,0.0,0.0,1128780,0.0,0.0,0.0
2021-07-10 00:00:00,0.0,0.0,1116814,0.0,0.0,0.0
2021-07-11 00:00:00,0.0,0.0,1250892,0.0,0.0,0.0
2021-07-12 00:00:00,0.0,0.0,1113767,0.0,0.0,0.0
2021-07-13 00:00:00,0.0,0.0,1005905,0.0,0.0,0.0
2021-07-14 00:00:00,0.0,0.0,996979,0.0,0.0,0.0
2021-07-15 00:00:00,0.0,0.0,1125652,0.0,0.0,0.0
2021-07-16 00:00:00,0.0,0.0,982580,0.0,0.0,0.0
2021-07-17 00:00:00,0.0,0.0,908738,0.0,0.0,0.0
2021-07-18 00:00:00,0.0,0.0,965770,0.0,0.0,0.0
2021-07-19 00:00:00,0.0,0.0,1407775,0.0,0.0,0.0
2021-07-20 00:00:00,0.0,0.0,1162201,0.0,0.0,0.0
2021-07-21 00:00:00,0.0,0.0,1202962,0.0,0.0,0.0
2021-07-22 00:00:00,0.0,0.0,1055217,0.0,0.0,0.0
2021-07-23 00:00:00,0.0,0.0,3610070,0.0,0.0,0.0
2021-07-24 00:00:00,0.0,0.0,4831029,0.0,0.0,0.0
2021-07-25 00:00:00,0.0,0.0,4720727,0.0,0.0,0.0
2021-07-26 00:00:00,0.0,0.0,4385379,0.0,0.0,0.0
2021-07-27 00:00:00,0.0,0.0,5356847,0.0,0.0,0.0
2021-07-28 00:00:00,0.0,0.0,5887095,0.0,0.0,0.0
2021-07-29 00:00:00,0.0,0.0,5999047,0.0,0.0,0.0
2021-07-30 00:00:00,0.0,0.0,6181667,0.0,0.0,0.0
2021-07-31 00:00:00,0.0,0.0,33238492,0.0,3.300000025774352e-05,0.0
2021-08-01 00:00:00,0.0,0.0,31175532,0.0,2.4000000848900527e-05,0.0
2021-08-02 00:00:00,0.0,0.0,11503626,0.0,0.0,0.0
2021-08-03 00:00:00,0.0,0.0,7090025,0.0,9.999999974752427e-07,0.0
2021-08-04 00:00:00,0.0,0.0,7926427,0.0,0.0,0.0
2021-08-05 00:00:00,0.0,0.0,5343004,0.0,0.0,0.0
2021-08-06 00:00:00,0.0,0.0,5181286,0.0,0.0,0.0
2021-08-07 00:00:00,0.0,0.0,6288823,0.0,0.0,0.0
2021-08-08 00:00:00,0.0,0.0,6795735,0.0,0.0,0.0
2021-08-09 00:00:00,0.0,0.0,5605401,0.0,0.0,0.0
2021-08-10 00:00:00,0.0,0.0,5673067,0.0,0.0,0.0
2021-08-11 00:00:00,0.0,0.0,4936386,0.0,0.0,0.0
2021-08-12 00:00:00,0.0,0.0,4556483,0.0,0.0,0.0
2021-08-13 00:00:00,0.0,0.0,4886994,0.0,0.0,0.0
2021-08-14 00:00:00,0.0,0.0,3988544,0.0,0.0,0.0
2021-08-15 00:00:00,0.0,0.0,4992638,0.0,0.0,0.0
2021-08-16 00:00:00,0.0,0.0,4980952,0.0,0.0,0.0
2021-08-17 00:00:00,0.0,0.0,3533257,0.0,0.0,0.0
2021-08-18 00:00:00,0.0,0.0,3120226,0.0,0.0,0.0
2021-08-19 00:00:00,0.0,0.0,3641256,0.0,0.0,0.0
2021-08-20 00:00:00,0.0,0.0,3008889,0.0,0.0,0.0
2021-08-21 00:00:00,0.0,0.0,2848085,0.0,0.0,0.0
2021-08-22 00:00:00,0.0,0.0,2241671,0.0,0.0,0.0
2021-08-23 00:00:00,0.0,0.0,2232745,0.0,0.0,0.0
2021-08-24 00:00:00,0.0,0.0,2355223,0.0,0.0,0.0
2021-08-25 00:00:00,0.0,0.0,2531641,0.0,0.0,0.0
2021-08-26 00:00:00,0.0,0.0,1951922,0.0,0.0,0.0
2021-08-27 00:00:00,0.0,0.0,2141032,0.0,0.0,0.0
2021-08-28 00:00:00,0.0,0.0,1912972,0.0,0.0,0.0
2021-08-29 00:00:00,0.0,0.0,1707005,0.0,0.0,0.0
2021-08-30 00:00:00,0.0,0.0,2789491,0.0,0.0,0.0
2021-08-31 00:00:00,0.0,0.0,2049168,0.0,0.0,0.0
2021-09-01 00:00:00,0.0,0.0,2417404,0.0,0.0,0.0
2021-09-02 00:00:00,0.0,0.0,2398836,0.0,0.0,0.0
2021-09-03 00:00:00,0.0,0.0,1998211,0.0,0.0,0.0
2021-09-04 00:00:00,0.0,0.0,2179919,0.0,0.0,0.0
2021-09-05 00:00:00,0.0,0.0,2794246,0.0,0.0,0.0
2021-09-06 00:00:00,0.0,0.0,2118109,0.0,0.0,0.0
2021-09-07 00:00:00,0.0,0.0,1928276,0.0,0.0,0.0
2021-09-08 00:00:00,0.0,0.0,2072949,0.0,0.0,0.0
2021-09-09 00:00:00,0.0,0.0,1735041,0.0,0.0,0.0
2021-09-10 00:00:00,0.0,0.0,1854225,0.0,0.0,0.0
2021-09-11 00:00:00,0.0,0.0,1262207,0.0,0.0,0.0
2021-09-12 00:00:00,0.0,0.0,2178687,0.0,0.0,0.0
2021-09-13 00:00:00,0.0,0.0,1927270,0.0,0.0,0.0
2021-09-14 00:00:00,0.0,0.0,1899265,0.0,0.0,0.0
2021-09-15 00:00:00,0.0,0.0,4844340,0.0,0.0,0.0
2021-09-16 00:00:00,0.0,0.0,3587283,0.0,0.0,0.0
2021-09-17 00:00:00,0.0,0.0,2432885,0.0,0.0,0.0
2021-09-18 00:00:00,0.0,0.0,2156255,0.0,0.0,0.0
2021-09-19 00:00:00,0.0,0.0,3299300,0.0,0.0,0.0
2021-09-20 00:00:00,0.0,0.0,1786750,0.0,0.0,0.0
2021-09-21 00:00:00,0.0,0.0,1353541,0.0,0.0,0.0
2021-09-22 00:00:00,0.0,0.0,1418505,0.0,0.0,0.0
2021-09-23 00:00:00,0.0,0.0,1408890,0.0,0.0,0.0
2021-09-24 00:00:00,0.0,0.0,406156,0.0,0.0,0.0
2021-09-25 00:00:00,0.0,0.0,1081943,0.0,0.0,0.0
2021-09-26 00:00:00,0.0,0.0,2212736,0.0,0.0,0.0
2021-09-27 00:00:00,0.0,0.0,3469624,0.0,0.0,0.0
2021-09-28 00:00:00,0.0,0.0,381909,0.0,0.0,0.0
2021-09-29 00:00:00,0.0,0.0,451097,0.0,0.0,0.0
2021-09-30 00:00:00,0.0,0.0,673908,0.0,0.0,0.0
2021-10-01 00:00:00,0.0,0.0,376147,0.0,0.0,0.0
2021-10-02 00:00:00,0.0,0.0,462538,0.0,0.0,0.0
2021-10-03 00:00:00,0.0,0.0,335378,0.0,0.0,0.0
2021-10-04 00:00:00,0.0,0.0,1417724,0.0,0.0,0.0
2021-10-05 00:00:00,0.0,0.0,4159690,0.0,0.0,0.0
2021-10-06 00:00:00,0.0,0.0,16725414,0.0,0.0,0.0
2021-10-07 00:00:00,0.0,0.0,34757136,0.0,0.0,0.0
2021-10-08 00:00:00,0.0,0.0,14017094,0.0,0.0,0.0
2021-10-09 00:00:00,0.0,0.0,8064798,0.0,0.0,0.0
2021-10-10 00:00:00,0.0,0.0,3853478,0.0,0.0,0.0
2021-10-11 00:00:00,0.0,0.0,8428649,0.0,0.0,0.0
2021-10-12 00:00:00,0.0,0.0,5455569,0.0,0.0,0.0
2021-10-13 00:00:00,0.0,0.0,27653487,0.0,0.0,0.0
2021-10-14 00:00:00,0.0,0.0,37273131,0.0,0.0,0.0
2021-10-15 00:00:00,0.0,0.0,20642741,0.0,0.0,0.0
2021-10-16 00:00:00,0.0,0.0,10256669,0.0,0.0,0.0
2021-10-17 00:00:00,0.0,0.0,10237196,0.0,0.0,0.0
2021-10-18 00:00:00,0.0,0.0,49926220,0.0,0.0,0.0
2021-10-19 00:00:00,9.999999974752427e-07,0.0,173832017,9.999999974752427e-07,9.999999974752427e-07,0.0
2021-10-20 00:00:00,0.0,0.0,71108045,0.0,9.999999974752427e-07,9.999999974752427e-07
2021-10-21 00:00:00,0.0,0.0,90681625,0.0,9.999999974752427e-07,0.0
2021-10-22 00:00:00,0.0,0.0,37170705,0.0,9.999999974752427e-07,0.0
2021-10-23 00:00:00,9.999999974752427e-07,0.0,27834253,9.999999974752427e-07,9.999999974752427e-07,0.0
2021-10-24 00:00:00,0.0,0.0,38404789,0.0,9.999999974752427e-07,9.999999974752427e-07
2021-10-25 00:00:00,9.999999974752427e-07,0.0,29707740,9.999999974752427e-07,9.999999974752427e-07,0.0
2021-10-26 00:00:00,9.999999974752427e-07,9.999999974752427e-07,73652401,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-10-27 00:00:00,9.999999974752427e-07,9.999999974752427e-07,79791896,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-10-28 00:00:00,9.999999974752427e-07,9.999999974752427e-07,121801676,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-10-29 00:00:00,1.999999994950485e-06,9.999999974752427e-07,496026786,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07
2021-10-30 00:00:00,1.999999994950485e-06,1.999999994950485e-06,850637602,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06
2021-10-31 00:00:00,1.999999994950485e-06,1.999999994950485e-06,382906121,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06
2021-11-01 00:00:00,1.999999994950485e-06,1.999999994950485e-06,236399290,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-02 00:00:00,1.999999994950485e-06,9.999999974752427e-07,310692024,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-03 00:00:00,9.999999974752427e-07,9.999999974752427e-07,196370091,9.999999974752427e-07,1.999999994950485e-06,1.999999994950485e-06
2021-11-04 00:00:00,9.999999974752427e-07,9.999999974752427e-07,326186506,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-11-05 00:00:00,1.999999994950485e-06,9.999999974752427e-07,349494849,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07
2021-11-06 00:00:00,1.999999994950485e-06,1.999999994950485e-06,161835133,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-07 00:00:00,1.999999994950485e-06,1.999999994950485e-06,225562208,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-08 00:00:00,1.999999994950485e-06,1.999999994950485e-06,126453007,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-09 00:00:00,1.999999994950485e-06,1.999999994950485e-06,95491123,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-10 00:00:00,1.999999994950485e-06,9.999999974752427e-07,97703055,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-11 00:00:00,1.999999994950485e-06,1.999999994950485e-06,98605463,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-12 00:00:00,1.999999994950485e-06,1.999999994950485e-06,57407366,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-13 00:00:00,1.999999994950485e-06,1.999999994950485e-06,52605194,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-14 00:00:00,1.999999994950485e-06,1.999999994950485e-06,57318015,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-15 00:00:00,1.999999994950485e-06,1.999999994950485e-06,42450994,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-16 00:00:00,1.999999994950485e-06,9.999999974752427e-07,59252480,1.999999994950485e-06,3.000000106112566e-06,1.999999994950485e-06
2021-11-17 00:00:00,1.999999994950485e-06,9.999999974752427e-07,84874992,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-18 00:00:00,1.999999994950485e-06,1.999999994950485e-06,84580614,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-19 00:00:00,1.999999994950485e-06,1.999999994950485e-06,56532271,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-20 00:00:00,1.999999994950485e-06,1.999999994950485e-06,41419112,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-21 00:00:00,1.999999994950485e-06,1.999999994950485e-06,34497565,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-22 00:00:00,1.999999994950485e-06,1.999999994950485e-06,36751044,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-23 00:00:00,1.999999994950485e-06,9.999999974752427e-07,48528357,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-24 00:00:00,1.999999994950485e-06,9.999999974752427e-07,46420352,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-11-25 00:00:00,9.999999974752427e-07,9.999999974752427e-07,86434355,9.999999974752427e-07,1.999999994950485e-06,9.999999974752427e-07
2021-11-26 00:00:00,9.999999974752427e-07,9.999999974752427e-07,56247427,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-11-27 00:00:00,9.999999974752427e-07,9.999999974752427e-07,34828047,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-11-28 00:00:00,9.999999974752427e-07,9.999999974752427e-07,29664451,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-11-29 00:00:00,1.999999994950485e-06,9.999999974752427e-07,45435177,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07
2021-11-30 00:00:00,1.999999994950485e-06,1.999999994950485e-06,65635428,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-01 00:00:00,1.999999994950485e-06,1.999999994950485e-06,32290082,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-02 00:00:00,1.999999994950485e-06,9.999999974752427e-07,28952930,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-03 00:00:00,9.999999974752427e-07,9.999999974752427e-07,35071975,9.999999974752427e-07,1.999999994950485e-06,1.999999994950485e-06
2021-12-04 00:00:00,9.999999974752427e-07,9.999999974752427e-07,68069289,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-05 00:00:00,9.999999974752427e-07,9.999999974752427e-07,50270750,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-06 00:00:00,9.999999974752427e-07,9.999999974752427e-07,63324215,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-07 00:00:00,9.999999974752427e-07,9.999999974752427e-07,39382429,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-08 00:00:00,9.999999974752427e-07,9.999999974752427e-07,27496834,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-09 00:00:00,9.999999974752427e-07,9.999999974752427e-07,22891511,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-10 00:00:00,9.999999974752427e-07,9.999999974752427e-07,20509574,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-11 00:00:00,9.999999974752427e-07,9.999999974752427e-07,14264180,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-12 00:00:00,9.999999974752427e-07,9.999999974752427e-07,20556135,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-13 00:00:00,9.999999974752427e-07,9.999999974752427e-07,20537664,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-14 00:00:00,9.999999974752427e-07,9.999999974752427e-07,20403973,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-15 00:00:00,9.999999974752427e-07,9.999999974752427e-07,16963272,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-16 00:00:00,9.999999974752427e-07,9.999999974752427e-07,17519125,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-17 00:00:00,9.999999974752427e-07,9.999999974752427e-07,17072335,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-18 00:00:00,9.999999974752427e-07,9.999999974752427e-07,18904752,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-19 00:00:00,9.999999974752427e-07,9.999999974752427e-07,13055159,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-20 00:00:00,9.999999974752427e-07,9.999999974752427e-07,16360511,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-21 00:00:00,9.999999974752427e-07,9.999999974752427e-07,18388271,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-22 00:00:00,9.999999974752427e-07,9.999999974752427e-07,44820086,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-23 00:00:00,1.999999994950485e-06,9.999999974752427e-07,82180725,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07
2021-12-24 00:00:00,1.999999994950485e-06,1.999999994950485e-06,80898900,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-25 00:00:00,1.999999994950485e-06,1.999999994950485e-06,47308280,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-26 00:00:00,1.999999994950485e-06,1.999999994950485e-06,26435965,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-27 00:00:00,1.999999994950485e-06,1.999999994950485e-06,32750522,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2021-12-28 00:00:00,9.999999974752427e-07,9.999999974752427e-07,38259787,9.999999974752427e-07,1.999999994950485e-06,1.999999994950485e-06
2021-12-29 00:00:00,9.999999974752427e-07,9.999999974752427e-07,32651758,9.999999974752427e-07,1.999999994950485e-06,9.999999974752427e-07
2021-12-30 00:00:00,9.999999974752427e-07,9.999999974752427e-07,28595018,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2021-12-31 00:00:00,1.999999994950485e-06,9.999999974752427e-07,30537886,1.999999994950485e-06,1.999999994950485e-06,9.999999974752427e-07
2022-01-01 00:00:00,1.999999994950485e-06,1.999999994950485e-06,26369227,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2022-01-02 00:00:00,1.999999994950485e-06,1.999999994950485e-06,30607414,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2022-01-03 00:00:00,1.999999994950485e-06,1.999999994950485e-06,28411316,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2022-01-04 00:00:00,1.999999994950485e-06,1.999999994950485e-06,18802843,1.999999994950485e-06,1.999999994950485e-06,1.999999994950485e-06
2022-01-05 00:00:00,9.999999974752427e-07,9.999999974752427e-07,23696798,9.999999974752427e-07,1.999999994950485e-06,1.999999994950485e-06
2022-01-06 00:00:00,9.999999974752427e-07,9.999999974752427e-07,30423598,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-07 00:00:00,9.999999974752427e-07,9.999999974752427e-07,25059210,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-08 00:00:00,9.999999974752427e-07,9.999999974752427e-07,19331349,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-09 00:00:00,9.999999974752427e-07,9.999999974752427e-07,24905360,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-10 00:00:00,9.999999974752427e-07,9.999999974752427e-07,23469789,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-11 00:00:00,9.999999974752427e-07,9.999999974752427e-07,21329553,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-12 00:00:00,9.999999974752427e-07,9.999999974752427e-07,21319840,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-13 00:00:00,9.999999974752427e-07,9.999999974752427e-07,23349410,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-14 00:00:00,9.999999974752427e-07,9.999999974752427e-07,23777745,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-15 00:00:00,9.999999974752427e-07,9.999999974752427e-07,14955702,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-16 00:00:00,9.999999974752427e-07,9.999999974752427e-07,17018101,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-17 00:00:00,9.999999974752427e-07,9.999999974752427e-07,30634953,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-18 00:00:00,9.999999974752427e-07,9.999999974752427e-07,25027021,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-19 00:00:00,9.999999974752427e-07,9.999999974752427e-07,14874245,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-20 00:00:00,9.999999974752427e-07,9.999999974752427e-07,18209612,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-21 00:00:00,9.999999974752427e-07,9.999999974752427e-07,33490251,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-22 00:00:00,9.999999974752427e-07,9.999999974752427e-07,81104981,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-23 00:00:00,9.999999974752427e-07,9.999999974752427e-07,59955362,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
2022-01-24 00:00:00,9.999999974752427e-07,9.999999974752427e-07,44783884,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
